;Unnamed: 0;Ja;En;Kunyomi;Onyomi;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
837;837;挙;raise,plan,project,behavior,actions;あげる;きょ;832;96.99910742;0.00903883;N5;1;K;p4
172;172;居;reside,to be,exist,live with;いる;きょ;173;73.58118567;0.11750483;N5;25;K;p4
545;545;交;"mingle,mixing,association,coming &amp; going";まじわる;こう;546;92.81582248;0.02203216;N5;24;K;p4
788;788;誕;nativity,be born,declension,lie,be arbitrary;;たん;771;96.51722463;0.01073361;N5;24;K;p4
103;103;全;whole,entire,all,complete,fulfill;まったく;ぜん;104;63.08879524;0.21523721;N5;9;K;p4
135;135;物;thing,object,matter;もの;ぶつ;135;68.68157321;0.14801089;N5;9;K;p4
341;341;重;heavy,important,esteem,respect,heap up,pile up,nest of boxes,-fold;え;じゅう;342;86.14007932;0.04801880000000001;N5;9;K;p4
1667;1667;恰;just as,as though,fortunately;あたかも;こう;1627;99.92091021;0.00056493;N5;9;K;p4
31;31;小;little,small;ちいさい;しょう;32;35.79151931;0.69373044;N5;24;K;p4
1108;1108;狭;cramped,narrow,contract,tight;せまい;きょう;1084;98.73512829;0.00451942;N5;24;K;p4
457;457;渡;transit,ford,ferry,cross,import,deliver,diameter,migrate;わたる;と;458;90.55272464;0.03050606;N5;25;K;p4
1548;1548;渉;ford,go cross,transit,ferry,import,involve;わたる;しょう;1476;99.81018451;0.00112985;N5;25;K;p4
424;424;掛;hang,suspend,depend,arrive at,tax,pour;かける;かい;424;89.48501248;0.03446055;N5;25;K;p4
151;151;早;early,fast;はやい;そう;152;70.95145017;0.13501757;N5;10;K;p4
639;639;懸;state of suspension,hang,depend,consult,distant,far apart;かける;けん;636;94.58743376;0.01581796;N5;25;K;p4
415;415;売;sell;うる;ばい;416;89.16865333;0.03559041;N5;9;K;p4
452;452;服;clothing,admit,obey,discharge;;ふく;450;90.39793463;0.03107099;N5;9;K;p4
913;913;泳;swim;およぐ;えい;898;97.61600777;0.00734405;N5;9;K;p4
1514;1514;弥;all the more,increasingly;や;み;1476;99.77176946;0.00112985;N5;25;K;p4
897;897;丁;street,ward,town,counter for guns,even number,4th calendar sign;ひのと;ちょう;898;97.49850294;0.00734405;N5;9;K;p4
283;283;要;need,main point,essence,pivot,key to;いる;よう;284;82.98665642;0.06101212;N5;9;K;p4
380;380;授;impart,instruct,grant,confer;さずける;じゅ;381;87.85519789;0.03954489;N5;26;K;p4
1073;1073;豚;pork,pig;ぶた;とん;1034;98.57186437;0.00508434;N5;26;K;p4
1406;1406;愉;pleasure,happy,rejoice;たのしい;ゆ;1367;99.61133018;0.00169478;N5;8;K;p4
112;112;違;difference,differ;ちがう;い;113;64.87678941;0.19151028;N5;24;K;p4
354;354;返;return,answer,fade,repay;かえす;へん;352;86.74229157;0.04575909;N5;9;K;p4
496;496;反;anti-;そる;はん;497;91.65094286;0.02542172;N5;9;K;p4
148;148;張;"lengthen,counter for bows &amp; stringed instruments,stretch,spread,put up (tent)";はる;ちょう;149;70.54470268;0.13614742;N5;23;K;p4
465;465;読;read;よむ;どく;459;90.79225372;0.02994113;N5;10;K;p4
587;587;飲;drink,smoke,take;のむ;いん;582;93.67903104;0.01920752;N5;10;K;p4
30;30;見;see,hopes,chances,idea,opinion,look at,visible;みる;けん;31;35.09778888;0.71180811;N5;22;K;p4
567;567;視;inspection,regard as,see,look at;みる;し;564;93.2858418;0.02033737;N5;22;K;p4
91;91;聞;hear,ask,listen;きく;ぶん;92;60.32856158;0.24800298;N5;10;K;p4
279;279;習;learn;ならう;しゅう;280;82.73978329;0.06214198;N5;10;K;p4
1382;1382;呑;drink;のむ;とん;1367;99.57065543;0.00169478;N5;10;K;p4
763;763;漢;Sino-,China;;かん;753;96.24549471;0.01129854;N5;10;K;p4
308;308;起;rouse,wake up,get up;おきる;き;306;84.42609059;0.05536285;N5;10;K;p4
428;428;置;placement,put,set,deposit,leave behind,keep,employ,pawn;おく;ち;429;89.62228976;0.03389562;N5;22;K;p4
918;918;脱;undress,removing,escape from,get rid of,be left out,take off;ぬぐ;だつ;898;97.65272803;0.00734405;N5;22;K;p4
57;57;話;tale,talk;はなす;わ;58;49.72431559;0.39940344;N5;10;K;p4
749;749;貼;stick,paste,apply;はる;てん;736;96.08618527;0.01186347;N5;23;K;p4
314;314;呼;call,call out to,invite;よぶ;こ;314;84.75148858;0.05366807;N5;23;K;p4
908;908;招;beckon,invite,summon,engage;まねく;しょう;898;97.57928751;0.00734405;N5;23;K;p4
116;116;女;woman,female;おんな;じょ;117;65.61119459;0.18190652;N5;1;K;p4
477;477;訊;request,question,investigate;きく;じん;477;91.13968387;0.02824635;N5;10;K;p4
84;84;沢;swamp,marsh,brilliance,grace;さわ;たく;85;58.53209351;0.26777543;N5;23;K;p4
204;204;病;ill,sick;やむ;びょう;204;76.99673472;0.09660253;N5;10;K;p4
810;810;軽;lightly,trifling,unimportant;かるい;けい;793;96.74263053;0.01016869;N5;10;K;p4
127;127;持;hold,have;もつ;じ;128;67.47545392;0.15761465;N5;9;K;p4
629;629;再;again,twice,second time;ふたたび;さい;629;94.42642955;0.01638288;N5;26;K;p4
154;154;所;place,extent;ところ;しょ;155;71.34463941;0.1293683;N5;8;K;p4
577;577;画;brush-stroke,picture;えがく;が;572;93.48526105;0.01977245;N5;8;K;p4
120;120;絵;picture,drawing,painting,sketch;;かい;121;66.32582734;0.17682217;N5;8;K;p4
195;195;教;teach,faith,doctrine;おしえる;きょう;196;76.10132532;0.10338165;N5;7;K;p4
382;382;風;wind,air,style,manner;かぜ;ふう;381;87.93428768;0.03954489;N5;7;K;p4
