;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
3632;3632;恐れる;to fear,to be afraid of;おそれる;3290;96.24872081;0.00133771;N3;31;V;p4
4937;4937;さがす;to search (for something desired, needed),to look for;さがす;4736;97.56770495;0.00066886;N4;31;V;p4
7130;7130;すでに;already,too late;すでに;6483;98.81746249;0.00033443;N3;31;V;p4
753;753;似る;to resemble,to look like,to take after;にる;747;85.84667144;0.01137055;N4;31;V;p4
836;836;廊下;corridor,hallway,passageway;ろうか;829;86.74026313;0.01003284;N5;31;V;p4
9929;9929;粉;flour,meal,powder,dust;こな;6483;99.75352654;0.00033443;N3;31;V;p4
3870;3870;あむ;to knit,to plait,to braid;あむ;3866;96.56508973;0.00100328;N2;31;V;p4
2936;2936;こわい;scary,frightening,eerie,dreadful;こわい;2879;95.19995452;0.00167214;N4;31;V;p4
3650;3650;散る;to fall (e.g. blossoms, leaves);ちる;3290;96.27279963;0.00133771;N2;31;V;p4
2896;2896;いくつ;how many?;いくつ;2879;95.13306891;0.00167214;N3;31;V;p4
2785;2785;普段;usual,normal,everyday,habitual,ordinary;ふだん;2574;94.91669398;0.00200657;N3;31;V;p4
937;937;離れる;to be separated,to be apart,to be distant;はなれる;919;87.67632718;0.00869513;N3;31;V;p4
1763;1763;怖がる;to be afraid of,to fear,to dread,to be nervous (about),to be shy (of);こわがる;1687;92.20749253;0.00367871;;31;V;p4
8905;8905;幾何学;geometry;きかがく;6483;99.41107224;0.00033443;;31;V;p4
939;939;驚く;to be surprised,to be astonished;おどろく;919;87.69371744;0.00869513;N4;31;V;p4
2002;2002;マネ;imitating,copying,mimicry;まね;1953;93.0054378;0.00300985;N3;31;V;p4
1775;1775;既に;already,too late;すでに;1687;92.25163703;0.00367871;N3;31;V;p4
953;953;中華;Chinese food;ちゅうか;941;87.81076724;0.008360700000000002;;31;V;p4
4250;4250;半径;radius;はんけい;3866;96.94633768;0.00100328;N2;31;V;p4
968;968;見つめる;to stare at,to gaze at,to look hard at,to watch intently,to fix one's eyes on;みつめる;941;87.93617776;0.008360700000000002;;31;V;p4
553;553;救う;to rescue from,to help out of,to save;すくう;552;83.07927951;0.01705583;N3;31;V;p4
7671;7671;ぼう;pole,rod,stick,baton;ぼう;6483;98.99838806;0.00033443;N3;31;V;p4
