;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
5970;5970;気持;feeling,sensation,mood,state of mind;きもち;4736;98.25863326;0.00066886;N4;11;V;p4
7583;7583;びょう;second (unit of time);びょう;6483;98.96895839;0.00033443;N3;11;V;p4
5802;5802;成;to become,to get,to grow,to be,to reach,to attain;なる;4736;98.14626544;0.00066886;N3;11;V;p4
4146;4146;不便;inconvenience,inexpediency,unhandiness;ふべん;3866;96.84199613;0.00100328;N4;11;V;p4
4575;4575;競う;to compete,to contend,to vie,to contest;きそう;3866;97.27240501;0.00100328;;11;V;p4
237;237;意味;meaning,significance,sense;いみ;238;73.80659358;0.05183634;N5;11;V;p4
3239;3239;苦労;trouble,hardship,difficulty,labour,labor,toil,pains;くろう;2879;95.70661298;0.00167214;N3;11;V;p4
1441;1441;なみ;wave;なみ;1421;90.87747226;0.00468199;N3;11;V;p4
1520;1520;なか;relation,relationship;なか;1504;91.24132995;0.00434756;N3;11;V;p4
2122;2122;食べ物;food;たべもの;1953;93.36662007;0.00300985;N5;11;V;p4
1013;1013;屋上;rooftop;おくじょう;996;88.29134032;0.00769184;N4;11;V;p4
10347;10347;返る;to return,to come back,to go back;かえる;6483;99.89331746;0.00033443;N2;11;V;p4
7293;7293;ツキ;furnished with,including;つき;6483;98.87197426;0.00033443;N1;11;V;p4
3517;3517;作戦;tactics,strategy;さくせん;3290;96.09488392;0.00133771;N1;11;V;p4
3496;3496;争う;to compete,to contest,to contend;あらそう;3290;96.06679197;0.00133771;N2;11;V;p4
1147;1147;運命;fate,destiny,lot;うんめい;1110;89.24145035;0.00668856;N1;11;V;p4
1128;1128;時々;sometimes,at times;ときどき;1110;89.1143677;0.00668856;N5;11;V;p4
7360;7360;ときどき;sometimes,at times;ときどき;6483;98.89438094;0.00033443;N5;11;V;p4
266;266;仲;relation,relationship;なか;267;75.19747975;0.04514778;N3;11;V;p4
1873;1873;共通点;point in common,common feature;きょうつうてん;1812;92.59108147;0.00334428;;11;V;p4
10290;10290;買;shopping,purchased goods;かいもの;6483;99.87425506;0.00033443;N5;11;V;p4
367;367;神;god,deity,divinity,spirit,kami;かみ;365;78.88254219;0.03009852;N3;11;V;p4
2082;2082;用意;preparation,arrangements,provision,getting ready,laying out (e.g. a meal);ようい;1953;93.24622598;0.00300985;N4;11;V;p4
7979;7979;上級;advanced level,high grade,senior;じょうきゅう;6483;99.10139189;0.00033443;N2;11;V;p4
1473;1473;戦い;battle,fight,struggle,conflict;たたかい;1421;91.02729602;0.00468199;N3;11;V;p4
9256;9256;教育;education,schooling,training,instruction,teaching,upbringing;きょういく;6483;99.52845648;0.00033443;N4;11;V;p4
5533;5533;受付;reception (desk),information desk;うけつけ;4736;97.96634316;0.00066886;N4;11;V;p4
1495;1495;追う;to chase,to run after,to pursue,to follow after;おう;1421;91.13029985;0.00468199;N3;11;V;p4
3176;3176;気持ちよい;good feeling,feeling good;きもちよい;2879;95.60126815;0.00167214;;11;V;p4
2425;2425;別人;different person,another person,someone else,changed man;べつじん;2330;94.14516852;0.002341;;11;V;p4
9184;9184;指定;designation,specification,assignment,appointment,pointing at;してい;6483;99.50437766;0.00033443;N2;11;V;p4
8760;8760;安売り;bargain sale,selling cheaply;やすうり;6483;99.36258018;0.00033443;;11;V;p4
1121;1121;命;life,life force;いのち;1110;89.06754777;0.00668856;N3;11;V;p4
1354;1354;見送る;to see someone off (at a station, an airport, etc.),to escort (e.g. home);みおくる;1303;90.44639453;0.00535085;N2;11;V;p4
380;380;気持ち;feeling,sensation,mood,state of mind;きもち;378;79.26613114;0.02909524;N4;11;V;p4
3561;3561;味方;friend,ally,supporter;みかた;3290;96.15374325;0.00133771;N3;11;V;p4
5405;5405;使い方;way to use something,treatment,management (of help);つかいかた;4736;97.88072959;0.00066886;;11;V;p4
579;579;気付く;to notice,to recognize,to recognise,to become aware of,to perceive,to realize,to realise;きづく;575;83.50935395;0.01605255;N3;11;V;p4
782;782;別に;(not) particularly,(not) especially,(not) specially;べつに;772;86.17240434;0.01103612;N3;11;V;p4
