;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
5986;5986;治す;to cure,to heal;なおす;4736;98.26933496;0.00066886;N4;16;V;p4
1010;1010;危ない;dangerous,risky,hazardous,perilous,precarious;あぶない;996;88.26826479;0.00769184;N5;16;V;p4
2355;2355;しな;article,item,thing,goods,stock;しな;2330;93.98129878;0.002341;N3;16;V;p4
964;964;笑顔;smiling face,smile;えがお;941;87.90273495;0.008360700000000002;N3;16;V;p4
1537;1537;取材;news coverage,collecting data (e.g. for an article),covering (something for media);しゅざい;1504;91.31523855;0.00434756;N1;16;V;p4
393;393;約束;promise,agreement,arrangement,one's word,contract,pact,appointment,engagement,date;やくそく;394;79.63132654;0.02708867;N4;16;V;p4
400;400;書く;to write,to compose,to pen;かく;398;79.81726853;0.02641981;N5;16;V;p4
6751;6751;かかわる;to be affected,to be influenced;かかわる;6483;98.69071427;0.00033443;N2;16;V;p4
5091;5091;なおす;to cure,to heal;なおす;4736;97.67070879;0.00066886;N4;16;V;p4
282;282;やめる;to resign,to retire,to quit,to leave (one's job, etc.);やめる;282;75.88004736;0.04113465;N3;16;V;p4
1062;1062;遠い;far,distant,far away,a long way off,in the distance;とおい;1027;88.65586687;0.00735742;N5;16;V;p4
220;220;もん;gate;もん;221;72.88959193;0.058524900000000005;N1;16;V;p4
8827;8827;専門;speciality,specialty,subject of study,expert,area of expertise;せんもん;6483;99.38498686;0.00033443;;16;V;p4
2547;2547;証言;testimony,(verbal) evidence;しょうげん;2330;94.43077005;0.002341;N1;16;V;p4
10443;10443;遺す;to leave (behind, over),to bequeath,to save,to reserve;のこす;6483;99.92542255;0.00033443;N3;16;V;p4
150;150;笑う;to laugh;わらう;151;67.65144573;0.09631527;N4;16;V;p4
3939;3939;キケン;danger,peril,hazard;きけん;3866;96.63431633;0.00100328;N4;16;V;p4
3464;3464;やめ;to resign,to retire,to quit,to leave (one's job, etc.);やめる;3290;96.02398518;0.00133771;N3;16;V;p4
6341;6341;辞書;dictionary,lexicon;じしょ;4736;98.50677886;0.00066886;N5;16;V;p4
3975;3975;しあわせ;happiness,good fortune,luck,blessing;しあわせ;3866;96.67043456;0.00100328;N3;16;V;p4
4710;4710;顔面;face (of person);がんめん;3866;97.40784836;0.00100328;;16;V;p4
5876;5876;新品;(brand-)new article;しんぴん;4736;98.19576079;0.00066886;;16;V;p4
10621;10621;食料品;foodstuff,groceries;しょくりょうひん;6483;99.98495074;0.00033443;N4;16;V;p4
8899;8899;幸福;happiness,well-being,joy,welfare,blessedness;こうふく;6483;99.40906567;0.00033443;N3;16;V;p4
8900;8900;幸運;good luck,fortune;こううん;6483;99.4094001;0.00033443;N3;16;V;p4
5594;5594;園;garden (esp. man-made),orchard,park,plantation;その;4736;98.00714338;0.00066886;N1;16;V;p4
3240;3240;荷物;luggage,baggage,package;にもつ;2879;95.70828512;0.00167214;N5;16;V;p4
9136;9136;技術;technology,engineering;ぎじゅつ;6483;99.48832512;0.00033443;N4;16;V;p4
7997;7997;不完全;imperfect,incomplete,faulty,defective;ふかんぜん;6483;99.10741159;0.00033443;;16;V;p4
7990;7990;下品;vulgar,indecent,coarse,crude;げひん;6483;99.10507059999999;0.00033443;N2;16;V;p4
8725;8725;妥協;compromise,giving in;だきょう;6483;99.3508752;0.00033443;N1;16;V;p4
325;325;関係;relation,relationship,connection;かんけい;323;77.5284431;0.03611823;N4;16;V;p4
3802;3802;記念日;memorial day,commemoration day,anniversary;きねんび;3290;96.47613187;0.00133771;;16;V;p4
1086;1086;危険;danger,peril,hazard;きけん;1069;88.82609074;0.00702299;N4;16;V;p4
5323;5323;不幸;unhappiness,sorrow,misfortune,disaster,accident;ふこう;4736;97.82588339;0.00066886;N3;16;V;p4
1859;1859;わらう;to laugh;わらう;1812;92.54426155;0.00334428;N4;16;V;p4
1482;1482;直す;to cure,to heal;なおす;1421;91.06943395;0.00468199;N4;16;V;p4
5662;5662;存じる;to think, feel, consider, know, etc.;ぞんじる;4736;98.05262559;0.00066886;N2;16;V;p4
9243;9243;政府;government,administration;せいふ;6483;99.52410892;0.00033443;N3;16;V;p4
1120;1120;取れる;to come off,to be removed;とれる;1110;89.06085921;0.00668856;N3;16;V;p4
6686;6686;おもしろい;interesting,fascinating,intriguing,enthralling;おもしろい;6483;98.66897645;0.00033443;N1;16;V;p4
1470;1470;弁当;bento,Japanese box lunch;べんとう;1421;91.01325004;0.00468199;N3;16;V;p4
3504;3504;仮面;mask;かめん;3290;96.07749366;0.00133771;;16;V;p4
5830;5830;折り目;fold,crease,pleat;おりめ;4736;98.16499341;0.00066886;;16;V;p4
1150;1150;関わる;to be affected,to be influenced;かかわる;1110;89.26151603;0.00668856;N2;16;V;p4
4284;4284;商品;commodity,article of commerce,goods,stock,merchandise;しょうひん;3866;96.98044934;0.00100328;N3;16;V;p4
1477;1477;教科書;textbook,coursebook,schoolbook;きょうかしょ;1421;91.04602399;0.00468199;N3;16;V;p4
4529;4529;留学;studying abroad;りゅうがく;3866;97.22625394;0.00100328;N3;16;V;p4
5731;5731;弁;speech,tongue,talk,eloquence;べん;4736;98.09877666;0.00066886;;16;V;p4
1802;1802;辞める;to resign,to retire,to quit,to leave (one's job, etc.);やめる;1687;92.35096215;0.00367871;N3;16;V;p4
6950;6950;ゴミ箱;garbage can,rubbish bin,trash can,dustbin;ゴミばこ;6483;98.75726545;0.00033443;;16;V;p4
9553;9553;浴びる;to dash over oneself (e.g. water),to take (e.g. shower),to bask in (e.g. the sun),to bathe in,to be flooded with (e.g. light),to be covered in;あびる;6483;99.62778161;0.00033443;N3;16;V;p4
2283;2283;画面;screen (of a TV, computer, etc.);がめん;2125;93.7976978;0.00267542;;16;V;p4
497;497;守る;to protect,to guard,to defend;まもる;494;82.05559532;0.02006568;N3;16;V;p4
931;931;残す;to leave (behind, over),to bequeath,to save,to reserve;のこす;919;87.62415641;0.00869513;N3;16;V;p4
8617;8617;基本的;fundamental,basic;きほんてき;6483;99.31475697;0.00033443;;16;V;p4
594;594;とる;to take,to pick up,to harvest,to earn,to win,to choose;とる;592;83.74412243;0.01538369;N5;16;V;p4
8586;8586;図書館;library;としょかん;6483;99.3043897;0.00033443;N5;16;V;p4
800;800;幸せ;happiness,good fortune,luck,blessing;しあわせ;791;86.36737588;0.010701700000000001;N3;16;V;p4
1355;1355;証明;proof,verification,certification;しょうめい;1303;90.45174538;0.00535085;N3;16;V;p4
8588;8588;固める;to harden,to freeze,to strengthen,to solidify,to make (a fist),to tramp down (snow, dirt);かためる;6483;99.30505856;0.00033443;N1;16;V;p4
9672;9672;特急;limited express (train for which a limited-express ticket is required);とっきゅう;6483;99.66757854;0.00033443;N4;16;V;p4
1580;1580;かく;to write,to compose,to pen;かく;1573;91.49917396;0.00401314;N5;16;V;p4
4418;4418;政治;politics,government;せいじ;3866;97.11488940000001;0.00100328;N4;16;V;p4
489;489;取る;to take,to pick up,to harvest,to earn,to win,to choose;とる;487;81.89406658;0.02040011;N5;16;V;p4
5414;5414;保存;preservation,conservation,storage,maintenance;ほぞん;4736;97.88674929;0.00066886;N3;16;V;p4
601;601;面白い;interesting,fascinating,intriguing,enthralling;おもしろい;592;83.85180825;0.01538369;N1;16;V;p4
3667;3667;曜日;day of the week;ようび;3290;96.29554074;0.00133771;N3;16;V;p4
877;877;冗談;jest,joke,funny story;じょうだん;869;87.13756362;0.00936398;N3;16;V;p4
444;444;急;sudden,abrupt,unexpected;きゅう;443;80.91419246;0.02340996;N4;16;V;p4
