;Unnamed: 0;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
1162;1162;付く;to be attached,to be connected with,to adhere,to stick,to cling;つく;1152;89.33776562;0.00635413;N4;9;V;p4
1491;1491;致す;to do;いたす;1421;91.11157188;0.00468199;N4;38;V;p4
3358;3358;こんど;this time,now;こんど;3290;95.88218769;0.00133771;N4;9;V;p4
338;338;今度;this time,now;こんど;338;77.97390124;0.03310837;N4;9;V;p4
10164;10164;見付ける;to discover,to find (e.g. an error in a book),to come across,to detect,to spot;みつける;6483;99.83211713;0.00033443;N4;9;V;p4
1955;1955;いたす;to do;いたす;1953;92.86397474;0.00300985;N4;38;V;p4
1381;1381;勝つ;to win,to gain victory;かつ;1362;90.58384445;0.00501642;N4;9;V;p4
1967;1967;けれど;but,however,although;けど;1953;92.90009297;0.00300985;N4;-1;V;p4
205;205;世界;the world,society,the universe;せかい;206;71.97459685;0.0632069;N4;9;V;p4
3243;3243;表;surface;おもて;2879;95.71330154;0.00167214;N4;9;V;p4
7218;7218;ただしい;right,correct;ただしい;6483;98.84689216;0.00033443;N4;2;V;p4
10081;10081;苦い;bitter;にがい;6483;99.80435959999998;0.00033443;N4;9;V;p4
632;632;興味;interest (in something),curiosity (about something),zest (for);きょうみ;623;84.30629594;0.01438041;N4;32;V;p4
3678;3678;校長;principal,headmaster;こうちょう;3290;96.31025557;0.00133771;N4;-1;V;p4
1962;1962;お祭り;festival,feast,carnival;おまつり;1953;92.88504371;0.00300985;N4;-1;V;p4
565;565;見つける;to discover,to find (e.g. an error in a book),to come across,to detect,to spot;みつける;559;83.28127404;0.016721400000000004;N4;9;V;p4
4328;4328;小学校;primary school,elementary school,grade school;しょうがっこう;3866;97.02459384;0.00100328;N4;9;V;p4
372;372;大事;important,serious,crucial;だいじ;369;79.03136266;0.02976409;N4;9;V;p4
2157;2157;すっかり;all,completely,totally,entirely,thoroughly;すっかり;2125;93.46059435;0.00267542;N4;-1;V;p4
4848;4848;かつ;to win,to gain victory;かつ;4736;97.50817677;0.00066886;N4;9;V;p4
435;435;送る;to send (a thing),to dispatch,to despatch,to transmit;おくる;434;80.70116180000001;0.02407882;N4;9;V;p4
2214;2214;十分;enough,sufficient,plenty,adequate,satisfactory;じゅうぶん;2125;93.61309353;0.00267542;N4;-1;V;p4
4017;4017;たしか;sure,certain,positive,definite;たしか;3866;96.71257249;0.00100328;N4;-1;V;p4
1220;1220;掛ける;to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag);かける;1190;89.69560361;0.006019699999999999;N4;38;V;p4
915;915;負ける;to lose,to be defeated;まける;890;87.48436549;0.00902956;N4;9;V;p4
1051;1051;正しい;right,correct;ただしい;1027;88.57493529;0.00735742;N4;2;V;p4
498;498;必要;necessary,needed,essential,indispensable;ひつよう;494;82.075661;0.02006568;N4;9;V;p4
1411;1411;試験;examination,exam,test;しけん;1362;90.73433706;0.00501642;N4;9;V;p4
7843;7843;ようじ;tasks,things to do,errand,business (to take care of),affairs,engagement;ようじ;6483;99.05590968;0.00033443;N4;9;V;p4
1565;1565;近所;neighbourhood,neighborhood;きんじょ;1504;91.43697035;0.00434756;N4;10;V;p4
1949;1949;部長;head (chief, director) of a section or department;ぶちょう;1812;92.84524677;0.00334428;N4;-1;V;p4
9155;9155;押入れ;closet;おしいれ;6483;99.49467925;0.00033443;N4;32;V;p4
7847;7847;よごれる;to get dirty,to become dirty;よごれる;6483;99.05724739;0.00033443;N4;32;V;p4
4114;4114;むかえる;to go out to meet;むかえる;3866;96.80989104;0.00100328;N4;32;V;p4
679;679;昔;olden days,former;むかし;670;84.94271248;0.01304269;N4;11;V;p4
4487;4487;汚れる;to get dirty,to become dirty;よごれる;3866;97.18411601;0.00100328;N4;32;V;p4
4472;4472;殆ど;mostly,nearly,practically,well-nigh,almost invariably,all but,just about,almost;ほとんど;3866;97.16906675;0.00100328;N4;-1;V;p4
655;655;特に;particularly,especially,in particular,expressly;とくに;644;84.62500585;0.01371155;N4;11;V;p4
638;638;伝える;to convey,to report,to transmit,to communicate,to tell,to impart,to propagate,to teach,to bequeath;つたえる;634;84.39057181;0.01404598;N4;11;V;p4
4980;4980;すてる;to throw away,to cast away,to dump,to discard;すてる;4736;97.59646576;0.00066886;N4;32;V;p4
6149;6149;競争;competition,contest,rivalry,race;きょうそう;4736;98.37835849;0.00066886;N4;11;V;p4
757;757;味;flavor,flavour,taste;あじ;747;85.89215365;0.01137055;N4;11;V;p4
544;544;特別;special,particular,extraordinary,exceptional,especial;とくべつ;537;82.92377048;0.01739026;N4;11;V;p4
616;616;神社;Shinto shrine;じんじゃ;609;84.07453732;0.01471483;N4;11;V;p4
380;380;気持ち;feeling,sensation,mood,state of mind;きもち;378;79.26613114;0.02909524;N4;11;V;p4
5533;5533;受付;reception (desk),information desk;うけつけ;4736;97.96634316;0.00066886;N4;11;V;p4
9256;9256;教育;education,schooling,training,instruction,teaching,upbringing;きょういく;6483;99.52845648;0.00033443;N4;11;V;p4
2082;2082;用意;preparation,arrangements,provision,getting ready,laying out (e.g. a meal);ようい;1953;93.24622598;0.00300985;N4;11;V;p4
1013;1013;屋上;rooftop;おくじょう;996;88.29134032;0.00769184;N4;11;V;p4
4146;4146;不便;inconvenience,inexpediency,unhandiness;ふべん;3866;96.84199613;0.00100328;N4;11;V;p4
2726;2726;壁;wall,partition;かべ;2574;94.79830646;0.00200657;N4;39;V;p4
6985;6985;さげる;to hang,to suspend,to wear (e.g. decoration);さげる;6483;98.76897043;0.00033443;N4;1;V;p4
1460;1460;厳しい;severe,strict,rigid,unsparing,relentless;きびしい;1421;90.96643011;0.00468199;N4;32;V;p4
382;382;別;distinction,difference,discrimination;べつ;383;79.32398718;0.02876081;N4;11;V;p4
2405;2405;下げる;to hang,to suspend,to wear (e.g. decoration);さげる;2330;94.09834859;0.002341;N4;1;V;p4
2563;2563;遠慮;reserve,constraint,restraint,modesty,diffidence,hesitation,holding back,discretion,tact,thoughtfulness;えんりょ;2330;94.46822599;0.002341;N4;40;V;p4
2481;2481;指;finger,toe,digit;ゆび;2330;94.27626431;0.002341;N4;11;V;p4
2834;2834;背中;back (of body);せなか;2574;95.01501582;0.00200657;N4;32;V;p4
1169;1169;増える;to increase,to multiply;ふえる;1152;89.38224455;0.00635413;N4;40;V;p4
3578;3578;売場;selling area,counter,section,department,sales floor;うりば;3290;96.17648436;0.00133771;N4;-1;V;p4
4525;4525;申し上げる;to say,to tell,to state,to express,to offer,to extend (greetings, congratulations, etc.);もうしあげる;3866;97.2222408;0.00100328;N4;-1;V;p4
1703;1703;こむ;to be crowded,to be packed;こむ;1687;91.98677003;0.00367871;N4;32;V;p4
1940;1940;褒める;to praise,to admire,to speak well of someone;ほめる;1812;92.81514825;0.00334428;N4;40;V;p4
1261;1261;一生懸命;very hard,with utmost effort,with all one's might,for dear life;いっしょうけんめい;1242;89.93538851;0.00568528;N4;40;V;p4
513;513;訳;conclusion from reasoning, judgement or calculation based on something read or heard,reason,cause,meaning,circumstances,situation;わけ;509;82.36627895;0.019062400000000004;N4;32;V;p4
1343;1343;注意;caution,being careful,attention (heed),warning,advice;ちゅうい;1303;90.3875352;0.00535085;N4;11;V;p4
7657;7657;べつ;distinction,difference,discrimination;べつ;6483;98.99370606;0.00033443;N4;11;V;p4
7601;7601;ふえる;to increase,to multiply;ふえる;6483;98.97497809;0.00033443;N4;40;V;p4
572;572;遊び;playing;あそび;569;83.39665171;0.01638697;N4;32;V;p4
2063;2063;意見;opinion,view,comment;いけん;1953;93.18903879;0.00300985;N4;11;V;p4
2304;2304;複雑;complex,complicated,intricate,mixed (feelings);ふくざつ;2125;93.85388171;0.00267542;N4;32;V;p4
6839;6839;きょうそう;competition,contest,rivalry,race;きょうそう;6483;98.72014394;0.00033443;N4;11;V;p4
2314;2314;通う;to go to and from (a place),to go back and forth between,to run between (e.g. bus, train, etc.),to ply between;かよう;2125;93.88063595;0.00267542;N4;11;V;p4
445;445;最初;beginning,outset,first,onset;さいしょ;443;80.93760242;0.02340996;N4;11;V;p4
1102;1102;迎える;to go out to meet;むかえる;1069;88.93845855000002;0.00702299;N4;32;V;p4
